Time,QuatW,QuatX,QuatY,QuatZ,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,QuatW2,QuatX2,QuatY2,QuatZ2,AccX2,AccY2,AccZ2,GyroX2,GyroY2,GyroZ2
2000,0.65,-0.01,-0.76,0.00,9.22,-1.20,-1.65,-0.02,-0.00,-0.05,0.62,0.07,-0.78,-0.10,9.16,1.63,-1.98,-0.08,-0.00,-0.04
2020,0.65,-0.01,-0.76,0.00,9.22,-1.20,-1.65,-0.02,-0.00,-0.05,0.62,0.07,-0.78,-0.10,9.16,1.63,-1.98,-0.08,-0.00,-0.04
2040,0.65,-0.01,-0.76,0.00,9.99,-1.96,-0.93,-0.02,-0.00,-0.05,0.62,0.07,-0.78,-0.10,9.47,1.97,-1.90,-0.08,-0.00,-0.04
2102,0.65,-0.01,-0.76,0.00,9.99,-1.96,-0.93,-0.02,-0.00,-0.05,0.61,0.07,-0.78,-0.10,9.47,1.97,-1.90,-0.08,-0.00,-0.04
2110,0.65,-0.01,-0.76,0.00,10.33,-2.50,0.61,-0.02,-0.00,-0.05,0.61,0.07,-0.78,-0.10,8.70,2.28,-0.25,-0.08,-0.00,-0.04
2127,0.66,0.00,-0.75,0.01,10.33,-2.50,0.61,-0.02,-0.00,-0.05,0.59,0.07,-0.79,-0.11,8.70,2.28,-0.25,-0.08,-0.00,-0.04
2135,0.66,0.00,-0.75,0.01,10.33,-2.50,0.61,0.37,0.87,0.11,0.59,0.07,-0.79,-0.11,11.39,2.20,-0.10,-0.08,-0.00,-0.04
2143,0.66,0.00,-0.75,0.01,12.51,-0.70,1.80,0.37,0.87,0.11,0.59,0.07,-0.79,-0.11,11.19,2.62,-0.37,-0.08,-0.00,-0.04
2160,0.68,0.00,-0.73,0.02,12.51,-0.70,1.80,0.37,0.87,0.11,0.59,0.07,-0.79,-0.11,11.19,2.62,-0.37,-0.32,-1.23,0.20
2180,0.68,0.00,-0.73,0.02,12.16,0.30,0.91,0.37,0.87,0.11,0.58,0.06,-0.81,-0.11,11.19,2.62,-0.37,-0.32,-1.23,0.20
2200,0.69,0.00,-0.73,0.02,12.16,0.30,0.91,0.37,0.87,0.11,0.58,0.06,-0.81,-0.11,11.19,2.62,-0.37,-0.76,-1.37,0.40
2220,0.69,0.00,-0.73,0.02,11.36,0.49,-0.35,0.37,0.87,0.11,0.56,0.04,-0.82,-0.12,11.19,2.62,-0.37,-0.76,-1.37,0.40
2240,0.71,0.00,-0.71,0.03,11.36,0.49,-0.35,0.37,0.87,0.11,0.56,0.04,-0.82,-0.12,10.20,0.59,-3.74,-0.76,-1.37,0.40
2260,0.71,0.00,-0.71,0.03,9.98,-0.89,-1.50,0.37,0.87,0.11,0.54,0.03,-0.83,-0.12,10.20,0.59,-3.74,-0.76,-1.37,0.40
2280,0.72,0.00,-0.70,0.04,9.98,-0.89,-1.50,0.37,0.87,0.11,0.54,0.03,-0.83,-0.12,9.58,-0.82,-2.44,-0.76,-1.37,0.40
2300,0.72,0.00,-0.70,0.04,9.53,-2.00,-0.81,0.37,0.87,0.11,0.53,0.03,-0.84,-0.09,9.58,-0.82,-2.44,-0.76,-1.37,0.40
2320,0.73,0.01,-0.68,0.05,9.53,-2.00,-0.81,0.37,0.87,0.11,0.53,0.03,-0.84,-0.09,8.82,2.51,-1.90,-0.76,-1.37,0.40
2340,0.73,0.01,-0.68,0.05,9.41,-1.46,-0.54,0.37,0.87,0.11,0.54,0.04,-0.84,-0.07,8.82,2.51,-1.90,-0.76,-1.37,0.40
2360,0.74,0.03,-0.66,0.07,9.41,-1.46,-0.54,0.37,0.87,0.11,0.54,0.04,-0.84,-0.07,9.13,2.47,-1.10,-0.76,-1.37,0.40
2380,0.74,0.03,-0.66,0.07,9.41,-0.66,0.88,0.37,0.87,0.11,0.54,0.04,-0.84,-0.06,9.13,2.47,-1.10,-0.76,-1.37,0.40
2400,0.75,0.05,-0.65,0.09,9.41,-0.66,0.88,0.37,0.87,0.11,0.54,0.04,-0.84,-0.06,8.70,3.05,-0.52,-0.76,-1.37,0.40
2420,0.75,0.05,-0.65,0.09,8.84,0.45,1.03,0.37,0.87,0.11,0.56,0.03,-0.82,-0.06,8.70,3.05,-0.52,-0.76,-1.37,0.40
2440,0.76,0.06,-0.64,0.11,8.84,0.45,1.03,0.37,0.87,0.11,0.56,0.03,-0.82,-0.06,9.77,2.47,-0.25,-0.76,-1.37,0.40
2460,0.76,0.06,-0.64,0.11,9.14,0.76,1.45,0.37,0.87,0.11,0.59,0.03,-0.80,-0.06,9.77,2.47,-0.25,-0.76,-1.37,0.40
2480,0.77,0.06,-0.63,0.12,9.14,0.76,1.45,0.37,0.87,0.11,0.59,0.03,-0.80,-0.06,9.81,3.01,-0.33,-0.76,-1.37,0.40
2500,0.77,0.06,-0.63,0.12,8.80,-0.08,2.71,0.37,0.87,0.11,0.63,0.04,-0.77,-0.06,9.81,3.01,-0.33,-0.76,-1.37,0.40
2520,0.78,0.07,-0.61,0.13,8.80,-0.08,2.71,0.37,0.87,0.11,0.63,0.04,-0.77,-0.06,10.38,2.43,0.13,-0.76,-1.37,0.40
2540,0.78,0.07,-0.61,0.13,8.80,-0.08,2.71,0.56,0.42,0.14,0.67,0.04,-0.74,-0.06,10.38,2.43,0.13,-0.76,-1.37,0.40
2560,0.78,0.08,-0.61,0.14,8.80,-0.08,2.71,0.56,0.42,0.14,0.67,0.04,-0.74,-0.06,10.38,2.43,0.13,-0.35,2.54,-0.43
2580,0.78,0.08,-0.61,0.14,8.07,-0.46,3.33,0.56,0.42,0.14,0.70,0.05,-0.71,-0.07,10.38,2.43,0.13,-0.35,2.54,-0.43
2600,0.78,0.09,-0.60,0.14,8.07,-0.46,3.33,0.56,0.42,0.14,0.70,0.05,-0.71,-0.07,10.12,1.82,0.32,-0.35,2.54,-0.43
2620,0.78,0.09,-0.60,0.14,8.07,-0.46,3.33,0.66,0.08,-0.10,0.73,0.06,-0.67,-0.07,10.12,1.82,0.32,-0.35,2.54,-0.43
2640,0.78,0.10,-0.60,0.15,8.07,-0.46,3.33,0.66,0.08,-0.10,0.73,0.06,-0.67,-0.07,10.12,1.82,0.32,0.32,2.17,-0.46
2660,0.78,0.10,-0.60,0.15,8.04,0.88,5.32,0.66,0.08,-0.10,0.76,0.08,-0.64,-0.07,10.12,1.82,0.32,0.32,2.17,-0.46
2680,0.78,0.10,-0.59,0.15,8.04,0.88,5.32,0.66,0.08,-0.10,0.76,0.08,-0.64,-0.07,7.90,1.36,-0.14,0.32,2.17,-0.46
2700,0.78,0.10,-0.59,0.15,8.72,0.30,6.09,0.66,0.08,-0.10,0.77,0.08,-0.63,-0.07,7.90,1.36,-0.14,0.32,2.17,-0.46
2720,0.79,0.10,-0.59,0.15,8.72,0.30,6.09,0.66,0.08,-0.10,0.77,0.08,-0.63,-0.07,7.29,0.82,-0.95,0.32,2.17,-0.46
2740,0.79,0.10,-0.59,0.15,8.38,1.49,5.05,0.66,0.08,-0.10,0.77,0.08,-0.63,-0.07,7.29,0.82,-0.95,0.32,2.17,-0.46
2760,0.79,0.10,-0.58,0.15,8.38,1.49,5.05,0.66,0.08,-0.10,0.77,0.08,-0.63,-0.07,7.18,0.21,-1.79,0.32,2.17,-0.46
2780,0.79,0.10,-0.58,0.15,7.76,-0.12,4.29,0.66,0.08,-0.10,0.76,0.08,-0.65,-0.07,7.18,0.21,-1.79,0.32,2.17,-0.46
2800,0.80,0.09,-0.58,0.16,7.76,-0.12,4.29,0.66,0.08,-0.10,0.76,0.08,-0.65,-0.07,7.90,-0.21,-4.05,0.32,2.17,-0.46
2820,0.80,0.09,-0.58,0.16,8.50,-2.30,4.29,0.66,0.08,-0.10,0.74,0.07,-0.67,-0.06,7.90,-0.21,-4.05,0.32,2.17,-0.46
2840,0.80,0.09,-0.57,0.17,8.50,-2.30,4.29,0.66,0.08,-0.10,0.74,0.07,-0.67,-0.06,9.20,2.20,1.09,0.32,2.17,-0.46
2860,0.80,0.09,-0.57,0.17,5.54,0.22,-0.54,0.66,0.08,-0.10,0.72,0.09,-0.69,-0.04,9.20,2.20,1.09,0.32,2.17,-0.46
2880,0.79,0.08,-0.58,0.17,5.54,0.22,-0.54,0.66,0.08,-0.10,0.72,0.09,-0.69,-0.04,17.55,5.61,3.12,0.32,2.17,-0.46
2900,0.79,0.08,-0.58,0.17,5.54,0.22,-0.54,-0.30,-0.35,0.76,0.69,0.12,-0.71,-0.01,17.55,5.61,3.12,0.32,2.17,-0.46
2920,0.77,0.06,-0.61,0.17,5.54,0.22,-0.54,-0.30,-0.35,0.76,0.69,0.12,-0.71,-0.01,7.52,2.51,-4.01,0.32,2.17,-0.46
2940,0.77,0.06,-0.61,0.17,5.39,0.53,-7.36,-0.30,-0.35,0.76,0.67,0.12,-0.73,0.01,7.52,2.51,-4.01,0.32,2.17,-0.46
2960,0.76,0.03,-0.63,0.15,5.39,0.53,-7.36,-0.30,-0.35,0.76,0.67,0.12,-0.73,0.01,9.66,-2.28,-6.15,0.32,2.17,-0.46
2980,0.76,0.03,-0.63,0.15,5.39,0.53,-7.36,-0.83,-1.76,1.15,0.65,0.12,-0.75,0.02,9.66,-2.28,-6.15,0.32,2.17,-0.46
3000,0.74,0.02,-0.66,0.15,5.39,0.53,-7.36,-0.83,-1.76,1.15,0.65,0.12,-0.75,0.02,9.66,-2.28,-6.15,0.16,-0.96,0.38
3020,0.74,0.02,-0.66,0.15,8.30,-2.11,-1.50,-0.83,-1.76,1.15,0.64,0.12,-0.76,0.03,9.66,-2.28,-6.15,0.16,-0.96,0.38
3040,0.72,0.03,-0.68,0.15,8.30,-2.11,-1.50,-0.83,-1.76,1.15,0.64,0.12,-0.76,0.03,10.12,0.67,-3.55,0.16,-0.96,0.38
3060,0.72,0.03,-0.68,0.15,8.30,-2.11,-1.50,-0.21,-1.77,-0.10,0.63,0.12,-0.77,0.03,10.12,0.67,-3.55,0.16,-0.96,0.38
3080,0.69,0.03,-0.71,0.14,8.30,-2.11,-1.50,-0.21,-1.77,-0.10,0.63,0.12,-0.77,0.03,9.43,0.59,-2.48,0.16,-0.96,0.38
3100,0.69,0.03,-0.71,0.14,9.18,-1.23,-0.93,-0.21,-1.77,-0.10,0.62,0.11,-0.78,0.02,9.43,0.59,-2.48,0.16,-0.96,0.38
3120,0.66,0.02,-0.74,0.13,9.18,-1.23,-0.93,-0.21,-1.77,-0.10,0.62,0.11,-0.78,0.02,9.47,1.21,-1.71,0.16,-0.96,0.38
3140,0.66,0.02,-0.74,0.13,9.52,-2.15,-0.20,-0.21,-1.77,-0.10,0.61,0.11,-0.78,0.02,9.47,1.21,-1.71,0.16,-0.96,0.38
3160,0.64,0.02,-0.76,0.12,9.52,-2.15,-0.20,-0.21,-1.77,-0.10,0.61,0.11,-0.78,0.02,8.51,0.75,-0.79,0.16,-0.96,0.38
3180,0.64,0.02,-0.76,0.12,8.72,-2.57,-0.00,-0.21,-1.77,-0.10,0.60,0.10,-0.79,0.02,8.51,0.75,-0.79,0.16,-0.96,0.38
3200,0.61,0.03,-0.79,0.10,8.72,-2.57,-0.00,-0.21,-1.77,-0.10,0.60,0.10,-0.79,0.02,9.31,-0.06,-1.21,0.16,-0.96,0.38
3220,0.61,0.03,-0.79,0.10,9.29,-2.34,-0.66,-0.21,-1.77,-0.10,0.59,0.10,-0.80,0.02,9.31,-0.06,-1.21,0.16,-0.96,0.38
3240,0.58,0.03,-0.81,0.09,9.29,-2.34,-0.66,-0.21,-1.77,-0.10,0.59,0.10,-0.80,0.02,9.09,1.51,-1.86,0.16,-0.96,0.38
3260,0.58,0.03,-0.81,0.09,9.18,-1.00,-0.93,-0.21,-1.77,-0.10,0.57,0.10,-0.81,0.02,9.09,1.51,-1.86,0.16,-0.96,0.38
3280,0.54,0.03,-0.84,0.07,9.18,-1.00,-0.93,-0.21,-1.77,-0.10,0.57,0.10,-0.81,0.02,9.51,0.55,-2.75,0.16,-0.96,0.38
3300,0.54,0.03,-0.84,0.07,9.22,-2.34,-1.69,-0.21,-1.77,-0.10,0.55,0.10,-0.83,0.02,9.51,0.55,-2.75,0.16,-0.96,0.38
3320,0.51,0.03,-0.86,0.06,9.22,-2.34,-1.69,-0.21,-1.77,-0.10,0.55,0.10,-0.83,0.02,10.34,0.02,-0.64,0.16,-0.96,0.38
3340,0.51,0.03,-0.86,0.06,11.79,-2.50,0.15,-0.21,-1.77,-0.10,0.52,0.09,-0.85,0.02,10.34,0.02,-0.64,0.16,-0.96,0.38
3360,0.50,0.02,-0.87,0.05,11.79,-2.50,0.15,-0.21,-1.77,-0.10,0.52,0.09,-0.85,0.02,10.27,0.52,-1.44,0.16,-0.96,0.38
3380,0.50,0.02,-0.87,0.05,13.36,-2.04,0.84,-0.21,-1.77,-0.10,0.48,0.09,-0.87,0.01,10.27,0.52,-1.44,0.16,-0.96,0.38
3400,0.50,0.01,-0.87,0.03,13.36,-2.04,0.84,-0.21,-1.77,-0.10,0.48,0.09,-0.87,0.01,14.03,3.20,-1.21,0.16,-0.96,0.38
3420,0.50,0.01,-0.87,0.03,13.36,-2.04,0.84,-1.26,0.85,0.04,0.43,0.08,-0.90,0.01,14.03,3.20,-1.21,0.16,-0.96,0.38
3440,0.52,0.00,-0.85,0.01,13.36,-2.04,0.84,-1.26,0.85,0.04,0.43,0.08,-0.90,0.01,14.03,3.20,-1.21,-0.44,-3.37,0.54
3460,0.52,0.00,-0.85,0.01,17.04,-3.30,8.19,-1.26,0.85,0.04,0.37,0.06,-0.93,-0.00,14.03,3.20,-1.21,-0.44,-3.37,0.54
3480,0.56,0.01,-0.83,0.01,17.04,-3.30,8.19,-1.26,0.85,0.04,0.37,0.06,-0.93,-0.00,21.19,4.92,6.64,-0.44,-3.37,0.54
3500,0.56,0.01,-0.83,0.01,17.04,-3.30,8.19,-0.12,3.28,0.02,0.30,0.04,-0.95,-0.04,21.19,4.92,6.64,-0.44,-3.37,0.54
3520,0.61,-0.01,-0.79,0.01,17.04,-3.30,8.19,-0.12,3.28,0.02,0.30,0.04,-0.95,-0.04,17.93,-6.11,-6.96,-0.44,-3.37,0.54
3540,0.61,-0.01,-0.79,0.01,19.18,-2.04,-8.97,-0.12,3.28,0.02,0.26,0.04,-0.96,-0.04,17.93,-6.11,-6.96,-0.44,-3.37,0.54
3560,0.66,-0.01,-0.75,0.03,19.18,-2.04,-8.97,-0.12,3.28,0.02,0.26,0.04,-0.96,-0.04,8.51,-8.21,-11.29,-0.44,-3.37,0.54
3580,0.66,-0.01,-0.75,0.03,15.50,-0.73,-5.79,-0.12,3.28,0.02,0.28,0.03,-0.96,-0.02,8.51,-8.21,-11.29,-0.44,-3.37,0.54
3600,0.71,-0.03,-0.70,0.05,15.50,-0.73,-5.79,-0.12,3.28,0.02,0.28,0.03,-0.96,-0.02,4.76,-0.36,-1.86,-0.44,-3.37,0.54
3620,0.71,-0.03,-0.70,0.05,9.71,-0.70,-6.90,-0.12,3.28,0.02,0.33,0.03,-0.94,0.02,4.76,-0.36,-1.86,-0.44,-3.37,0.54
3640,0.75,-0.04,-0.66,0.07,9.71,-0.70,-6.90,-0.12,3.28,0.02,0.33,0.03,-0.94,0.02,3.19,0.36,-4.09,-0.44,-3.37,0.54
3660,0.75,-0.04,-0.66,0.07,5.39,-1.35,-4.64,-0.12,3.28,0.02,0.42,0.03,-0.91,0.03,3.19,0.36,-4.09,-0.44,-3.37,0.54
3680,0.77,-0.03,-0.63,0.10,5.39,-1.35,-4.64,-0.12,3.28,0.02,0.42,0.03,-0.91,0.03,4.61,3.89,-3.70,-0.44,-3.37,0.54
3700,0.77,-0.03,-0.63,0.10,3.55,-1.46,-5.07,-0.12,3.28,0.02,0.51,0.03,-0.86,0.02,4.61,3.89,-3.70,-0.44,-3.37,0.54
3720,0.78,0.00,-0.61,0.13,3.55,-1.46,-5.07,-0.12,3.28,0.02,0.51,0.03,-0.86,0.02,7.36,2.32,-5.20,-0.44,-3.37,0.54
3740,0.78,0.00,-0.61,0.13,2.05,1.49,-4.41,-0.12,3.28,0.02,0.61,0.03,-0.80,0.01,7.36,2.32,-5.20,-0.44,-3.37,0.54
3760,0.79,0.02,-0.60,0.15,2.05,1.49,-4.41,-0.12,3.28,0.02,0.61,0.03,-0.80,0.01,9.89,3.81,-8.07,-0.44,-3.37,0.54
3780,0.79,0.02,-0.60,0.15,3.93,2.29,-2.76,-0.12,3.28,0.02,0.69,0.03,-0.72,-0.02,9.89,3.81,-8.07,-0.44,-3.37,0.54
3800,0.79,0.02,-0.59,0.16,3.93,2.29,-2.76,-0.12,3.28,0.02,0.69,0.03,-0.72,-0.02,12.69,0.06,-9.33,-0.44,-3.37,0.54
3820,0.79,0.02,-0.59,0.16,7.04,-0.85,1.99,-0.12,3.28,0.02,0.76,0.02,-0.65,-0.05,12.69,0.06,-9.33,-0.44,-3.37,0.54
3840,0.79,0.01,-0.59,0.16,7.04,-0.85,1.99,-0.12,3.28,0.02,0.76,0.02,-0.65,-0.05,10.00,-0.02,-10.21,-0.44,-3.37,0.54
3860,0.79,0.01,-0.59,0.16,7.04,-0.85,1.99,-0.33,-0.22,0.65,0.79,0.03,-0.61,-0.05,10.00,-0.02,-10.21,-0.44,-3.37,0.54
3880,0.78,0.01,-0.59,0.18,7.04,-0.85,1.99,-0.33,-0.22,0.65,0.79,0.03,-0.61,-0.05,3.22,-1.93,-12.21,-0.44,-3.37,0.54
3900,0.78,0.01,-0.59,0.18,12.75,-1.31,6.81,-0.33,-0.22,0.65,0.78,0.05,-0.62,-0.03,3.22,-1.93,-12.21,-0.44,-3.37,0.54
3920,0.79,0.03,-0.59,0.19,12.75,-1.31,6.81,-0.33,-0.22,0.65,0.78,0.05,-0.62,-0.03,4.53,-0.02,-14.96,-0.44,-3.37,0.54
3940,0.79,0.03,-0.59,0.19,12.75,-1.31,6.81,1.81,-0.21,0.31,0.75,0.09,-0.65,0.00,4.53,-0.02,-14.96,-0.44,-3.37,0.54
3960,0.78,0.04,-0.60,0.20,12.75,-1.31,6.81,1.81,-0.21,0.31,0.75,0.09,-0.65,0.00,26.86,5.30,-0.56,-0.44,-3.37,0.54
3980,0.78,0.04,-0.60,0.20,21.10,7.54,-1.88,1.81,-0.21,0.31,0.71,0.11,-0.69,0.03,26.86,5.30,-0.56,-0.44,-3.37,0.54
4000,0.76,0.02,-0.62,0.18,21.10,7.54,-1.88,1.81,-0.21,0.31,0.71,0.11,-0.69,0.03,6.33,-0.29,-8.68,-0.44,-3.37,0.54
4020,0.76,0.02,-0.62,0.18,21.10,7.54,-1.88,-3.31,-0.36,0.38,0.68,0.10,-0.72,0.04,6.33,-0.29,-8.68,-0.44,-3.37,0.54
4040,0.75,-0.02,-0.64,0.17,21.10,7.54,-1.88,-3.31,-0.36,0.38,0.68,0.10,-0.72,0.04,12.34,-1.93,-6.73,-0.44,-3.37,0.54
4060,0.75,-0.02,-0.64,0.17,12.16,-9.73,-4.41,-3.31,-0.36,0.38,0.66,0.10,-0.74,0.05,12.34,-1.93,-6.73,-0.44,-3.37,0.54
4080,0.72,0.00,-0.67,0.17,12.16,-9.73,-4.41,-3.31,-0.36,0.38,0.66,0.10,-0.74,0.05,8.85,1.78,-3.62,-0.44,-3.37,0.54
4100,0.72,0.00,-0.67,0.17,9.14,-1.31,-2.99,-3.31,-0.36,0.38,0.64,0.10,-0.76,0.05,8.85,1.78,-3.62,-0.44,-3.37,0.54
4120,0.69,0.01,-0.70,0.16,9.14,-1.31,-2.99,-3.31,-0.36,0.38,0.64,0.10,-0.76,0.05,10.28,0.86,-2.94,-0.44,-3.37,0.54
4140,0.69,0.01,-0.70,0.16,9.03,-0.62,-1.96,-3.31,-0.36,0.38,0.63,0.08,-0.77,0.03,10.28,0.86,-2.94,-0.44,-3.37,0.54
4160,0.66,0.00,-0.74,0.14,9.03,-0.62,-1.96,-3.31,-0.36,0.38,0.63,0.08,-0.77,0.03,9.20,-1.05,-1.52,-0.44,-3.37,0.54
4180,0.66,0.00,-0.74,0.14,8.30,-2.42,-0.96,-3.31,-0.36,0.38,0.62,0.08,-0.78,0.03,9.20,-1.05,-1.52,-0.44,-3.37,0.54
4200,0.62,0.00,-0.77,0.12,8.30,-2.42,-0.96,-3.31,-0.36,0.38,0.62,0.08,-0.78,0.03,9.20,-1.05,-1.52,-0.23,-0.82,0.15
4220,0.62,0.00,-0.77,0.12,9.18,-2.50,-0.46,-3.31,-0.36,0.38,0.61,0.07,-0.79,0.02,9.20,-1.05,-1.52,-0.23,-0.82,0.15
4240,0.58,0.01,-0.81,0.11,9.18,-2.50,-0.46,-3.31,-0.36,0.38,0.61,0.07,-0.79,0.02,8.89,-0.55,-1.33,-0.23,-0.82,0.15
4260,0.58,0.01,-0.81,0.11,8.72,-3.22,-0.70,-3.31,-0.36,0.38,0.59,0.06,-0.81,0.02,8.89,-0.55,-1.33,-0.23,-0.82,0.15
4280,0.53,-0.00,-0.84,0.08,8.72,-3.22,-0.70,-3.31,-0.36,0.38,0.59,0.06,-0.81,0.02,9.86,1.09,-1.44,-0.23,-0.82,0.15
4300,0.53,-0.00,-0.84,0.08,8.72,-3.22,-0.70,-1.02,-2.40,-0.15,0.56,0.05,-0.83,0.01,9.86,1.09,-1.44,-0.23,-0.82,0.15
4320,0.50,-0.01,-0.86,0.07,8.72,-3.22,-0.70,-1.02,-2.40,-0.15,0.56,0.05,-0.83,0.01,8.77,0.02,0.28,-0.23,-0.82,0.15
4340,0.50,-0.01,-0.86,0.07,8.72,-3.22,-0.70,-0.67,-1.81,0.06,0.53,0.05,-0.85,0.02,8.77,0.02,0.28,-0.23,-0.82,0.15
4360,0.48,-0.04,-0.87,0.03,8.72,-3.22,-0.70,-0.67,-1.81,0.06,0.53,0.05,-0.85,0.02,8.77,0.02,0.28,0.07,-2.23,0.29
4380,0.48,-0.04,-0.87,0.03,8.72,-3.22,-0.70,-2.02,-0.06,0.33,0.48,0.04,-0.88,0.01,8.77,0.02,0.28,0.07,-2.23,0.29
4400,0.49,-0.05,-0.87,0.01,8.72,-3.22,-0.70,-2.02,-0.06,0.33,0.48,0.04,-0.88,0.01,15.13,2.78,0.59,0.07,-2.23,0.29
4420,0.49,-0.05,-0.87,0.01,16.65,-3.84,6.09,-2.02,-0.06,0.33,0.41,0.02,-0.91,0.01,15.13,2.78,0.59,0.07,-2.23,0.29
4440,0.53,-0.06,-0.85,-0.01,16.65,-3.84,6.09,-2.02,-0.06,0.33,0.41,0.02,-0.91,0.01,22.80,5.57,5.84,0.07,-2.23,0.29
4460,0.53,-0.06,-0.85,-0.01,20.25,-2.34,8.04,-2.02,-0.06,0.33,0.34,0.00,-0.94,-0.01,22.80,5.57,5.84,0.07,-2.23,0.29
4480,0.58,-0.06,-0.81,-0.02,20.25,-2.34,8.04,-2.02,-0.06,0.33,0.34,0.00,-0.94,-0.01,19.32,-4.43,-4.96,0.07,-2.23,0.29
4500,0.58,-0.06,-0.81,-0.02,14.81,-7.29,-8.13,-2.02,-0.06,0.33,0.27,-0.02,-0.96,-0.04,19.32,-4.43,-4.96,0.07,-2.23,0.29
4520,0.63,-0.07,-0.77,-0.01,14.81,-7.29,-8.13,-2.02,-0.06,0.33,0.27,-0.02,-0.96,-0.04,16.74,-11.28,-8.11,0.07,-2.23,0.29
4540,0.63,-0.07,-0.77,-0.01,23.16,-4.76,-5.64,-2.02,-0.06,0.33,0.27,-0.02,-0.96,-0.01,16.74,-11.28,-8.11,0.07,-2.23,0.29
4560,0.69,-0.07,-0.72,0.02,23.16,-4.76,-5.64,-2.02,-0.06,0.33,0.27,-0.02,-0.96,-0.01,9.05,6.30,3.46,0.07,-2.23,0.29
4580,0.69,-0.07,-0.72,0.02,14.89,1.45,-7.32,-2.02,-0.06,0.33,0.31,-0.02,-0.95,0.01,9.05,6.30,3.46,0.07,-2.23,0.29
4600,0.73,-0.08,-0.67,0.03,14.89,1.45,-7.32,-2.02,-0.06,0.33,0.31,-0.02,-0.95,0.01,3.22,-1.59,-3.55,0.07,-2.23,0.29
4620,0.73,-0.08,-0.67,0.03,7.88,-0.01,-7.86,-2.02,-0.06,0.33,0.39,-0.02,-0.92,0.02,3.22,-1.59,-3.55,0.07,-2.23,0.29
4640,0.76,-0.08,-0.64,0.05,7.88,-0.01,-7.86,-2.02,-0.06,0.33,0.39,-0.02,-0.92,0.02,2.73,0.63,-3.93,0.07,-2.23,0.29
4660,0.76,-0.08,-0.64,0.05,2.67,-2.07,-6.29,-2.02,-0.06,0.33,0.49,-0.01,-0.87,0.03,2.73,0.63,-3.93,0.07,-2.23,0.29
