Time,QuatW,QuatX,QuatY,QuatZ,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,QuatW2,QuatX2,QuatY2,QuatZ2,AccX2,AccY2,AccZ2,GyroX2,GyroY2,GyroZ2
2006,0.63,-0.03,-0.77,0.04,9.48,-0.96,-1.96,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.02,9.39,0.59,-2.21,0.00,0.00,0.00
2026,0.63,-0.03,-0.77,0.04,9.48,-0.96,-1.96,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.02,9.39,0.59,-2.21,0.00,0.00,0.00
2046,0.63,-0.03,-0.77,0.04,9.45,-0.89,-1.96,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.02,9.35,0.52,-2.25,0.00,0.00,0.00
2066,0.63,-0.03,-0.77,0.04,9.45,-0.89,-1.96,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.02,9.35,0.52,-2.25,0.00,0.00,0.00
2086,0.63,-0.03,-0.77,0.04,9.45,-0.81,-2.00,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.02,9.39,0.55,-2.36,0.00,0.00,0.00
2106,0.63,-0.03,-0.77,0.04,9.45,-0.81,-2.00,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.02,9.39,0.55,-2.36,0.00,0.00,0.00
2126,0.63,-0.03,-0.77,0.04,9.48,-0.77,-1.73,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.02,9.20,0.59,-2.25,0.00,0.00,0.00
2146,0.63,-0.03,-0.77,0.04,9.48,-0.77,-1.73,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.02,9.20,0.59,-2.25,0.00,0.00,0.00
2166,0.63,-0.03,-0.77,0.04,9.75,-1.00,-1.73,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.02,9.66,0.32,-2.40,0.00,0.00,0.00
2186,0.63,-0.02,-0.77,0.04,9.75,-1.00,-1.73,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.02,9.66,0.32,-2.40,0.00,0.00,0.00
2206,0.63,-0.02,-0.77,0.04,9.29,-1.00,-2.19,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.02,9.20,0.59,-2.44,0.00,0.00,0.00
2226,0.63,-0.02,-0.77,0.04,9.29,-1.00,-2.19,0.03,0.00,-0.00,0.62,0.02,-0.79,-0.02,9.20,0.59,-2.44,0.00,0.00,0.00
2246,0.63,-0.02,-0.77,0.04,9.18,-0.66,-2.23,0.03,0.00,-0.00,0.62,0.02,-0.79,-0.02,9.62,0.29,-2.40,0.00,0.00,0.00
2266,0.63,-0.02,-0.77,0.04,9.18,-0.66,-2.23,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.01,9.62,0.29,-2.40,0.00,0.00,0.00
2286,0.63,-0.02,-0.77,0.04,9.11,-1.16,-3.45,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.01,9.51,0.63,-3.39,0.00,0.00,0.00
2306,0.63,-0.02,-0.78,0.05,9.11,-1.16,-3.45,0.03,0.00,-0.00,0.62,0.02,-0.78,-0.01,9.51,0.63,-3.39,0.00,0.00,0.00
2326,0.63,-0.02,-0.78,0.05,9.11,-1.16,-3.45,0.11,-0.30,0.02,0.62,0.02,-0.78,-0.01,9.28,0.25,-2.82,0.00,0.00,0.00
2346,0.62,-0.02,-0.78,0.05,9.11,-1.16,-3.45,0.11,-0.30,0.02,0.62,0.02,-0.78,-0.01,9.28,0.25,-2.82,0.00,0.00,0.00
2366,0.62,-0.02,-0.78,0.05,9.48,-1.00,-2.11,0.11,-0.30,0.02,0.62,0.02,-0.78,-0.01,9.35,0.40,-2.13,0.00,0.00,0.00
2386,0.62,-0.02,-0.78,0.05,9.48,-1.00,-2.11,0.11,-0.30,0.02,0.63,0.02,-0.78,-0.01,9.35,0.40,-2.13,0.00,0.00,0.00
2406,0.62,-0.02,-0.78,0.05,9.68,-1.00,-1.54,0.11,-0.30,0.02,0.63,0.02,-0.78,-0.01,9.28,0.06,-1.86,0.00,0.00,0.00
2426,0.62,-0.02,-0.78,0.05,9.68,-1.00,-1.54,0.11,-0.30,0.02,0.63,0.02,-0.78,-0.01,9.28,0.06,-1.86,0.00,0.00,0.00
2446,0.62,-0.02,-0.78,0.05,9.71,-1.04,-1.12,0.11,-0.30,0.02,0.63,0.02,-0.78,-0.01,9.55,-0.06,-1.33,0.00,0.00,0.00
2466,0.62,-0.02,-0.78,0.05,9.71,-1.04,-1.12,0.11,-0.30,0.02,0.63,0.02,-0.78,-0.01,9.55,-0.06,-1.33,0.00,0.00,0.00
2486,0.62,-0.02,-0.78,0.05,9.41,-1.20,-2.04,0.11,-0.30,0.02,0.63,0.02,-0.78,-0.01,9.39,0.32,-1.94,0.00,0.00,0.00
2506,0.62,-0.03,-0.78,0.05,9.41,-1.20,-2.04,0.11,-0.30,0.02,0.62,0.02,-0.78,-0.01,9.39,0.32,-1.94,0.00,0.00,0.00
2526,0.62,-0.03,-0.78,0.05,9.22,-1.04,-2.34,0.11,-0.30,0.02,0.62,0.02,-0.78,-0.01,9.51,0.21,-2.21,0.00,0.00,0.00
2546,0.62,-0.03,-0.78,0.05,9.22,-1.04,-2.34,0.11,-0.30,0.02,0.62,0.02,-0.78,-0.01,9.51,0.21,-2.21,0.00,0.00,0.00
2566,0.62,-0.03,-0.78,0.05,9.22,-1.16,-2.73,0.11,-0.30,0.02,0.62,0.02,-0.78,-0.01,9.47,0.17,-2.44,0.00,0.00,0.00
2586,0.62,-0.03,-0.78,0.05,9.22,-1.16,-2.73,0.11,-0.30,0.02,0.62,0.02,-0.78,-0.01,9.47,0.17,-2.44,0.00,0.00,0.00
2606,0.62,-0.03,-0.78,0.05,9.37,-1.16,-2.46,0.11,-0.30,0.02,0.62,0.02,-0.78,-0.01,9.39,0.32,-2.29,0.00,0.00,0.00
2626,0.62,-0.02,-0.78,0.05,9.37,-1.16,-2.46,0.11,-0.30,0.02,0.62,0.02,-0.78,-0.01,9.39,0.32,-2.29,0.00,0.00,0.00
2646,0.62,-0.02,-0.78,0.05,9.45,-0.96,-2.30,0.11,-0.30,0.02,0.62,0.02,-0.78,-0.01,9.35,0.21,-2.36,0.00,0.00,0.00
2666,0.62,-0.03,-0.78,0.05,9.45,-0.96,-2.30,0.11,-0.30,0.02,0.62,0.02,-0.79,-0.01,9.35,0.21,-2.36,0.00,0.00,0.00
2686,0.62,-0.03,-0.78,0.05,9.37,-1.00,-2.50,0.11,-0.30,0.02,0.62,0.02,-0.79,-0.01,9.35,0.21,-2.48,0.00,0.00,0.00
2706,0.62,-0.03,-0.78,0.05,9.37,-1.00,-2.50,0.11,-0.30,0.02,0.62,0.02,-0.79,-0.01,9.35,0.21,-2.48,0.00,0.00,0.00
2726,0.62,-0.03,-0.78,0.05,9.22,-1.12,-2.80,0.11,-0.30,0.02,0.62,0.02,-0.79,-0.01,9.39,0.17,-2.59,0.00,0.00,0.00
2746,0.62,-0.03,-0.78,0.05,9.22,-1.12,-2.80,0.11,-0.30,0.02,0.62,0.02,-0.79,-0.01,9.39,0.17,-2.59,0.00,0.00,0.00
2766,0.62,-0.03,-0.78,0.05,9.41,-1.12,-2.57,0.11,-0.30,0.02,0.62,0.02,-0.79,-0.01,9.36,0.25,-2.55,0.00,0.00,0.00
2786,0.62,-0.03,-0.78,0.05,9.41,-1.12,-2.57,0.11,-0.30,0.02,0.61,0.02,-0.79,-0.00,9.36,0.25,-2.55,0.00,0.00,0.00
2806,0.62,-0.03,-0.78,0.05,9.29,-0.96,-2.42,0.11,-0.30,0.02,0.61,0.02,-0.79,-0.00,9.28,0.13,-2.48,0.00,0.00,0.00
2826,0.62,-0.03,-0.78,0.05,9.29,-0.96,-2.42,0.11,-0.30,0.02,0.61,0.02,-0.79,-0.00,9.28,0.13,-2.48,0.00,0.00,0.00
2846,0.62,-0.03,-0.78,0.05,9.29,-0.96,-2.42,-0.08,0.08,-0.07,0.61,0.02,-0.79,-0.00,9.32,0.10,-2.44,0.00,0.00,0.00
2866,0.62,-0.03,-0.78,0.05,9.29,-0.96,-2.42,-0.08,0.08,-0.07,0.61,0.02,-0.79,-0.00,9.32,0.10,-2.44,0.00,0.00,0.00
2886,0.62,-0.03,-0.78,0.05,9.22,-1.00,-2.73,-0.08,0.08,-0.07,0.61,0.02,-0.79,-0.00,9.27,0.17,-2.67,0.00,0.00,0.00
2906,0.62,-0.03,-0.78,0.05,9.22,-1.00,-2.73,-0.08,0.08,-0.07,0.61,0.02,-0.79,-0.00,9.27,0.17,-2.67,0.00,0.00,0.00
2926,0.62,-0.03,-0.78,0.05,9.26,-1.20,-2.80,-0.08,0.08,-0.07,0.61,0.02,-0.79,-0.00,9.43,0.10,-2.75,0.00,0.00,0.00
2946,0.62,-0.03,-0.78,0.05,9.26,-1.20,-2.80,-0.08,0.08,-0.07,0.61,0.02,-0.79,-0.00,9.43,0.10,-2.75,0.00,0.00,0.00
2966,0.62,-0.03,-0.78,0.05,9.26,-1.16,-2.61,-0.08,0.08,-0.07,0.61,0.02,-0.79,-0.00,9.31,0.13,-2.63,0.00,0.00,0.00
2986,0.62,-0.03,-0.78,0.05,9.26,-1.16,-2.61,-0.08,0.08,-0.07,0.61,0.02,-0.79,-0.00,9.31,0.13,-2.63,0.00,0.00,0.00
3006,0.62,-0.03,-0.78,0.05,9.33,-1.00,-2.15,-0.08,0.08,-0.07,0.61,0.02,-0.79,-0.00,9.31,0.17,-2.52,0.00,0.00,0.00
3026,0.62,-0.03,-0.78,0.05,9.33,-1.00,-2.15,-0.08,0.08,-0.07,0.61,0.02,-0.79,-0.00,9.31,0.17,-2.52,0.00,0.00,0.00
3046,0.62,-0.03,-0.78,0.05,9.41,-1.04,-1.96,-0.08,0.08,-0.07,0.61,0.02,-0.79,-0.00,9.36,0.17,-2.29,0.00,0.00,0.00
3066,0.62,-0.03,-0.78,0.05,9.41,-1.04,-1.96,-0.08,0.08,-0.07,0.62,0.02,-0.79,-0.00,9.36,0.17,-2.29,0.00,0.00,0.00
3086,0.62,-0.03,-0.78,0.05,9.41,-1.04,-2.11,-0.08,0.08,-0.07,0.62,0.02,-0.79,-0.00,9.51,0.17,-2.48,0.00,0.00,0.00
3106,0.63,-0.03,-0.78,0.05,9.41,-1.04,-2.11,-0.08,0.08,-0.07,0.62,0.02,-0.79,-0.00,9.51,0.17,-2.48,0.00,0.00,0.00
3126,0.63,-0.03,-0.78,0.05,9.22,-1.50,-2.42,-0.08,0.08,-0.07,0.62,0.02,-0.79,-0.00,9.36,0.25,-2.40,0.00,0.00,0.00
3146,0.63,-0.02,-0.78,0.05,9.22,-1.50,-2.42,-0.08,0.08,-0.07,0.62,0.02,-0.79,-0.00,9.36,0.25,-2.40,0.00,0.00,0.00
3166,0.63,-0.02,-0.78,0.05,9.45,-0.96,-2.11,-0.08,0.08,-0.07,0.62,0.02,-0.79,-0.00,9.39,0.21,-2.40,0.00,0.00,0.00
3186,0.62,-0.02,-0.78,0.05,9.45,-0.96,-2.11,-0.08,0.08,-0.07,0.62,0.02,-0.79,-0.00,9.39,0.21,-2.40,0.00,0.00,0.00
3206,0.62,-0.02,-0.78,0.05,9.33,-1.00,-2.19,-0.08,0.08,-0.07,0.62,0.02,-0.79,-0.00,9.32,0.21,-2.40,0.00,0.00,0.00
3226,0.62,-0.02,-0.78,0.05,9.33,-1.00,-2.19,-0.08,0.08,-0.07,0.62,0.02,-0.79,-0.00,9.32,0.21,-2.40,0.00,0.00,0.00
3246,0.62,-0.02,-0.78,0.05,9.48,-1.00,-1.88,-0.08,0.08,-0.07,0.62,0.02,-0.79,-0.00,9.31,0.21,-2.29,0.00,0.00,0.00
3266,0.62,-0.02,-0.78,0.06,9.48,-1.00,-1.88,-0.08,0.08,-0.07,0.62,0.02,-0.79,-0.00,9.31,0.21,-2.29,0.00,0.00,0.00
3286,0.62,-0.02,-0.78,0.06,9.48,-1.00,-1.88,0.04,0.01,0.02,0.62,0.02,-0.79,-0.00,9.31,0.29,-2.48,0.00,0.00,0.00
3306,0.62,-0.02,-0.78,0.06,9.48,-1.00,-1.88,0.04,0.01,0.02,0.62,0.02,-0.79,-0.00,9.31,0.29,-2.48,0.00,0.00,0.00
3326,0.62,-0.02,-0.78,0.06,9.29,-1.00,-2.15,0.04,0.01,0.02,0.62,0.02,-0.79,-0.00,9.51,0.06,-2.32,0.00,0.00,0.00
3346,0.62,-0.02,-0.78,0.06,9.29,-1.00,-2.15,0.04,0.01,0.02,0.62,0.02,-0.79,-0.00,9.51,0.06,-2.32,0.00,0.00,0.00
3366,0.62,-0.02,-0.78,0.06,9.41,-0.96,-2.15,0.04,0.01,0.02,0.62,0.02,-0.79,-0.00,9.36,0.44,-2.36,0.00,0.00,0.00
3386,0.62,-0.02,-0.78,0.06,9.41,-0.96,-2.15,0.04,0.01,0.02,0.62,0.02,-0.79,-0.00,9.36,0.44,-2.36,0.00,0.00,0.00
3406,0.62,-0.02,-0.78,0.06,9.18,-1.00,-2.38,0.04,0.01,0.02,0.62,0.02,-0.79,-0.00,9.27,0.21,-2.52,0.00,0.00,0.00
3426,0.62,-0.02,-0.78,0.06,9.18,-1.00,-2.38,0.04,0.01,0.02,0.62,0.02,-0.79,-0.00,9.27,0.21,-2.52,0.00,0.00,0.00
3446,0.62,-0.02,-0.78,0.06,9.37,-1.04,-2.34,0.04,0.01,0.02,0.62,0.02,-0.79,-0.00,9.39,0.17,-2.40,0.00,0.00,0.00
3466,0.62,-0.02,-0.78,0.06,9.37,-1.04,-2.34,0.04,0.01,0.02,0.62,0.02,-0.79,0.00,9.39,0.17,-2.40,0.00,0.00,0.00
3486,0.62,-0.02,-0.78,0.06,9.18,-0.93,-2.50,0.04,0.01,0.02,0.62,0.02,-0.79,0.00,9.31,0.29,-2.67,0.00,0.00,0.00
3506,0.62,-0.02,-0.78,0.06,9.18,-0.93,-2.50,0.04,0.01,0.02,0.62,0.02,-0.79,0.00,9.31,0.29,-2.67,0.00,0.00,0.00
3526,0.62,-0.02,-0.78,0.06,9.14,-0.70,-2.57,0.04,0.01,0.02,0.62,0.02,-0.79,0.00,9.16,0.44,-3.05,0.00,0.00,0.00
3546,0.62,-0.02,-0.78,0.06,9.14,-0.70,-2.57,0.04,0.01,0.02,0.62,0.02,-0.79,0.00,9.16,0.44,-3.05,0.00,0.00,0.00
3566,0.62,-0.02,-0.78,0.06,9.33,-1.04,-2.07,0.04,0.01,0.02,0.62,0.02,-0.79,0.00,9.32,0.21,-2.32,0.00,0.00,0.00
3586,0.61,-0.02,-0.79,0.06,9.33,-1.04,-2.07,0.04,0.01,0.02,0.62,0.02,-0.79,0.00,9.32,0.21,-2.32,0.00,0.00,0.00
3606,0.61,-0.02,-0.79,0.06,9.57,-1.20,-1.96,0.04,0.01,0.02,0.62,0.02,-0.79,0.00,9.39,0.21,-2.17,0.00,0.00,0.00
3626,0.61,-0.02,-0.79,0.07,9.57,-1.20,-1.96,0.04,0.01,0.02,0.61,0.02,-0.79,0.01,9.39,0.21,-2.17,0.00,0.00,0.00
3646,0.61,-0.02,-0.79,0.07,9.33,-1.04,-2.15,0.04,0.01,0.02,0.61,0.02,-0.79,0.01,9.27,0.10,-2.29,0.00,0.00,0.00
3666,0.61,-0.02,-0.79,0.07,9.33,-1.04,-2.15,0.04,0.01,0.02,0.61,0.02,-0.79,0.01,9.27,0.10,-2.29,0.00,0.00,0.00
3686,0.61,-0.02,-0.79,0.07,9.14,-1.12,-2.57,0.04,0.01,0.02,0.61,0.02,-0.79,0.01,9.27,0.10,-2.59,0.00,0.00,0.00
3706,0.60,-0.02,-0.80,0.07,9.14,-1.12,-2.57,0.04,0.01,0.02,0.61,0.02,-0.79,0.01,9.27,0.10,-2.59,0.00,0.00,0.00
3726,0.60,-0.02,-0.80,0.07,9.14,-1.12,-2.57,0.27,-0.21,0.11,0.61,0.02,-0.79,0.01,9.27,0.10,-2.59,0.25,-0.04,0.10
3746,0.60,-0.01,-0.80,0.08,9.14,-1.12,-2.57,0.27,-0.21,0.11,0.61,0.02,-0.79,0.02,9.27,0.10,-2.59,0.25,-0.04,0.10
3766,0.60,-0.01,-0.80,0.08,9.33,-1.84,-1.73,0.27,-0.21,0.11,0.61,0.02,-0.79,0.02,9.39,-0.44,-1.98,0.25,-0.04,0.10
3786,0.59,-0.01,-0.80,0.09,9.33,-1.84,-1.73,0.27,-0.21,0.11,0.61,0.02,-0.79,0.03,9.39,-0.44,-1.98,0.25,-0.04,0.10
3806,0.59,-0.01,-0.80,0.09,9.33,-1.84,-1.73,0.20,-0.23,0.03,0.61,0.02,-0.79,0.03,9.36,-0.13,-2.05,0.25,-0.04,0.10
3826,0.59,-0.01,-0.80,0.09,9.33,-1.84,-1.73,0.20,-0.23,0.03,0.60,0.03,-0.80,0.03,9.36,-0.13,-2.05,0.25,-0.04,0.10
3846,0.59,-0.01,-0.80,0.09,9.49,-0.89,-1.92,0.20,-0.23,0.03,0.60,0.03,-0.80,0.03,9.43,-0.02,-2.36,0.25,-0.04,0.10
3866,0.59,-0.01,-0.81,0.09,9.49,-0.89,-1.92,0.20,-0.23,0.03,0.60,0.02,-0.80,0.03,9.43,-0.02,-2.36,0.25,-0.04,0.10
3886,0.59,-0.01,-0.81,0.09,8.64,-1.96,-3.45,0.20,-0.23,0.03,0.60,0.02,-0.80,0.03,9.43,-0.02,-2.36,-0.04,-0.33,0.07
3906,0.58,-0.01,-0.81,0.09,8.64,-1.96,-3.45,0.20,-0.23,0.03,0.59,0.02,-0.80,0.03,9.43,-0.02,-2.36,-0.04,-0.33,0.07
3926,0.58,-0.01,-0.81,0.09,8.72,-1.96,-3.37,0.20,-0.23,0.03,0.59,0.02,-0.80,0.03,9.43,-0.02,-2.36,-0.02,-0.27,0.04
3946,0.57,-0.01,-0.82,0.09,8.72,-1.96,-3.37,0.20,-0.23,0.03,0.59,0.02,-0.81,0.03,9.43,-0.02,-2.36,-0.02,-0.27,0.04
3966,0.57,-0.01,-0.82,0.09,8.84,-1.65,-2.92,0.20,-0.23,0.03,0.59,0.02,-0.81,0.03,9.43,-0.02,-2.36,-0.04,-0.26,0.06
3986,0.56,-0.01,-0.82,0.09,8.84,-1.65,-2.92,0.20,-0.23,0.03,0.58,0.02,-0.81,0.03,9.43,-0.02,-2.36,-0.04,-0.26,0.06
4006,0.56,-0.01,-0.82,0.09,9.26,-1.46,-2.00,0.20,-0.23,0.03,0.58,0.02,-0.81,0.03,9.43,-0.02,-2.36,0.09,-0.34,0.05
4026,0.55,-0.01,-0.83,0.09,9.26,-1.46,-2.00,0.20,-0.23,0.03,0.58,0.02,-0.82,0.03,9.43,-0.02,-2.36,0.09,-0.34,0.05
4046,0.55,-0.01,-0.83,0.09,9.06,-0.50,-1.92,0.20,-0.23,0.03,0.58,0.02,-0.82,0.03,9.43,-0.02,-2.36,-0.06,-0.50,0.09
4066,0.54,-0.01,-0.84,0.08,9.06,-0.50,-1.92,0.20,-0.23,0.03,0.57,0.02,-0.82,0.03,9.43,-0.02,-2.36,-0.06,-0.50,0.09
4086,0.54,-0.01,-0.84,0.08,9.56,-1.16,-1.54,0.20,-0.23,0.03,0.57,0.02,-0.82,0.03,9.43,-0.02,-2.36,-0.11,-0.69,0.11
4106,0.53,-0.02,-0.85,0.07,9.56,-1.16,-1.54,0.20,-0.23,0.03,0.55,0.02,-0.83,0.03,9.43,-0.02,-2.36,-0.11,-0.69,0.11
4126,0.53,-0.02,-0.85,0.07,8.41,-1.54,-3.80,0.20,-0.23,0.03,0.55,0.02,-0.83,0.03,9.43,-0.02,-2.36,0.06,-0.90,0.10
4146,0.52,-0.03,-0.85,0.06,8.41,-1.54,-3.80,0.20,-0.23,0.03,0.54,0.02,-0.84,0.03,9.43,-0.02,-2.36,0.06,-0.90,0.10
4166,0.52,-0.03,-0.85,0.06,8.41,-1.54,-3.80,-0.80,-0.82,0.04,0.54,0.02,-0.84,0.03,9.43,-0.02,-2.36,-0.02,-0.92,0.12
4186,0.50,-0.04,-0.86,0.05,8.41,-1.54,-3.80,-0.80,-0.82,0.04,0.52,0.01,-0.85,0.03,9.43,-0.02,-2.36,-0.02,-0.92,0.12
4206,0.50,-0.04,-0.86,0.05,8.41,-1.54,-3.80,-0.79,-0.79,0.15,0.52,0.01,-0.85,0.03,9.43,-0.02,-2.36,-0.19,-0.96,0.22
4226,0.49,-0.05,-0.87,0.03,8.41,-1.54,-3.80,-0.79,-0.79,0.15,0.50,0.01,-0.87,0.03,9.43,-0.02,-2.36,-0.19,-0.96,0.22
4246,0.49,-0.05,-0.87,0.03,8.41,-1.54,-3.80,-0.68,-0.57,0.17,0.50,0.01,-0.87,0.03,9.43,-0.02,-2.36,-0.18,-1.09,0.17
4266,0.48,-0.05,-0.88,0.02,8.41,-1.54,-3.80,-0.68,-0.57,0.17,0.48,0.00,-0.88,0.03,9.43,-0.02,-2.36,-0.18,-1.09,0.17
4286,0.48,-0.05,-0.88,0.02,11.40,-1.16,-3.49,-0.68,-0.57,0.17,0.48,0.00,-0.88,0.03,9.43,-0.02,-2.36,-0.24,-1.22,0.08
4306,0.48,-0.06,-0.88,0.01,11.40,-1.16,-3.49,-0.68,-0.57,0.17,0.45,-0.00,-0.89,0.02,9.43,-0.02,-2.36,-0.24,-1.22,0.08
4326,0.48,-0.06,-0.88,0.01,12.63,-2.19,-0.70,-0.68,-0.57,0.17,0.45,-0.00,-0.89,0.02,9.43,-0.02,-2.36,-0.47,-1.45,0.07
4346,0.49,-0.07,-0.87,-0.01,12.63,-2.19,-0.70,-0.68,-0.57,0.17,0.42,-0.00,-0.91,0.02,9.43,-0.02,-2.36,-0.47,-1.45,0.07
4366,0.49,-0.07,-0.87,-0.01,14.50,-2.99,1.53,-0.68,-0.57,0.17,0.42,-0.00,-0.91,0.02,9.43,-0.02,-2.36,-0.31,-1.76,0.03
4386,0.51,-0.06,-0.85,-0.03,14.50,-2.99,1.53,-0.68,-0.57,0.17,0.39,-0.01,-0.92,0.00,9.43,-0.02,-2.36,-0.31,-1.76,0.03
4406,0.51,-0.06,-0.85,-0.03,15.08,0.99,5.05,-0.68,-0.57,0.17,0.39,-0.01,-0.92,0.00,9.43,-0.02,-2.36,-0.77,-2.12,-0.20
4426,0.55,-0.06,-0.83,-0.04,15.08,0.99,5.05,-0.68,-0.57,0.17,0.34,-0.03,-0.94,-0.03,9.43,-0.02,-2.36,-0.77,-2.12,-0.20
4446,0.55,-0.06,-0.83,-0.04,10.75,1.49,-0.16,-0.68,-0.57,0.17,0.34,-0.03,-0.94,-0.03,9.43,-0.02,-2.36,-2.18,-2.63,0.41
4466,0.58,-0.07,-0.81,-0.07,10.75,1.49,-0.16,-0.68,-0.57,0.17,0.30,-0.05,-0.95,-0.06,9.43,-0.02,-2.36,-2.18,-2.63,0.41
4486,0.58,-0.07,-0.81,-0.07,14.84,-0.66,-7.05,-0.68,-0.57,0.17,0.30,-0.05,-0.95,-0.06,9.43,-0.02,-2.36,-1.28,-2.03,0.40
4506,0.61,-0.08,-0.78,-0.08,14.84,-0.66,-7.05,-0.68,-0.57,0.17,0.28,-0.06,-0.96,-0.06,9.43,-0.02,-2.36,-1.28,-2.03,0.40
4526,0.61,-0.08,-0.78,-0.08,12.63,-1.23,-6.67,-0.68,-0.57,0.17,0.28,-0.06,-0.96,-0.06,9.43,-0.02,-2.36,-0.11,-0.87,0.49
4546,0.65,-0.09,-0.75,-0.07,12.63,-1.23,-6.67,-0.68,-0.57,0.17,0.29,-0.06,-0.95,-0.05,9.43,-0.02,-2.36,-0.11,-0.87,0.49
4566,0.65,-0.09,-0.75,-0.07,10.90,-2.15,-4.60,-0.68,-0.57,0.17,0.29,-0.06,-0.95,-0.05,9.43,-0.02,-2.36,0.36,0.75,0.39
4586,0.69,-0.09,-0.71,-0.06,10.90,-2.15,-4.60,-0.68,-0.57,0.17,0.33,-0.06,-0.94,-0.03,9.43,-0.02,-2.36,0.36,0.75,0.39
4606,0.69,-0.09,-0.71,-0.06,8.95,-1.88,-4.34,-0.68,-0.57,0.17,0.33,-0.06,-0.94,-0.03,9.43,-0.02,-2.36,1.48,2.34,0.13
4626,0.73,-0.08,-0.68,-0.04,8.95,-1.88,-4.34,-0.68,-0.57,0.17,0.39,-0.04,-0.92,-0.00,9.43,-0.02,-2.36,1.48,2.34,0.13
4646,0.73,-0.08,-0.68,-0.04,7.91,-1.73,-4.18,-0.68,-0.57,0.17,0.39,-0.04,-0.92,-0.00,9.43,-0.02,-2.36,1.40,3.54,-0.15
4666,0.76,-0.06,-0.65,-0.01,7.91,-1.73,-4.18,-0.68,-0.57,0.17,0.47,-0.03,-0.88,-0.00,9.43,-0.02,-2.36,1.40,3.54,-0.15
